step,performance,entropy,output length
1,0.3623332977294922,1.4142802953720093,342.51666259765625
2,0.3194642663002014,1.6354213953018188,373.3928527832031
3,0.2904999852180481,1.3980554342269897,378.85833740234375
4,0.2716071307659149,1.389090657234192,279.27679443359375
5,0.29133331775665283,1.550695538520813,312.5249938964844
6,0.3656249940395355,1.4518616199493408,396.0833435058594
7,0.3893333375453949,1.4386544227600098,346.4916687011719
8,0.3128846287727356,1.3809412717819214,381.8269348144531
9,0.3584210276603699,1.4731910228729248,370.5657958984375
10,0.24979166686534882,1.4400768280029297,410.4791564941406
11,0.29852938652038574,1.4003005027770996,439.3970642089844
12,0.3441176414489746,1.4318667650222778,362.8382263183594
13,0.3791070878505707,1.4191961288452148,326.22320556640625
14,0.3080555200576782,1.3932955265045166,305.5833435058594
15,0.38308829069137573,1.3242511749267578,385.3382263183594
16,0.36847221851348877,1.3046149015426636,313.40277099609375
17,0.379605233669281,1.378308892250061,323.8157958984375
18,0.4023529589176178,1.3140201568603516,319.04412841796875
19,0.34902775287628174,1.3218224048614502,335.1180419921875
20,0.29903843998908997,1.3252718448638916,318.9903869628906
21,0.2783823609352112,1.3068917989730835,329.13970947265625
22,0.30281251668930054,1.3103938102722168,286.203125
23,0.3386666476726532,1.2609025239944458,362.76666259765625
24,0.34488633275032043,1.2854362726211548,349.19317626953125
25,0.3984374403953552,1.3031615018844604,319.3984375
26,0.37312495708465576,1.2541000843048096,299.8359375
27,0.45514705777168274,1.3588547706604004,333.8382263183594
28,0.4448213577270508,1.2991714477539062,295.3660583496094
29,0.36787503957748413,1.2420485019683838,304.48748779296875
30,0.3027777671813965,1.2488101720809937,275.40972900390625
31,0.3776666820049286,1.3152804374694824,369.0916748046875
32,0.35640624165534973,1.2992725372314453,330.0859375
33,0.33529406785964966,1.2564278841018677,293.3970642089844
34,0.32374998927116394,1.2711414098739624,296.41070556640625
35,0.27783331274986267,1.211536169052124,276.1000061035156
36,0.3936110734939575,1.16969633102417,283.75
37,0.42124995589256287,1.234576940536499,279.3500061035156
38,0.33796873688697815,1.1896740198135376,311.03125
39,0.3499999940395355,1.2200018167495728,290.3618469238281
40,0.3004545271396637,1.2045074701309204,255.03408813476562
41,0.3680882155895233,1.201300859451294,325.4632263183594
42,0.40455883741378784,1.2539604902267456,317.6029357910156
43,0.3199999928474426,1.2537040710449219,355.7361145019531
44,0.3288234770298004,1.207189679145813,346.2279357910156
45,0.3923611044883728,1.2442790269851685,319.9861145019531
46,0.3082812428474426,1.21248197555542,364.5234375
47,0.3744736611843109,1.2938324213027954,329.22369384765625
48,0.3769117295742035,1.2549811601638794,300.3235168457031
49,0.38697364926338196,1.2736858129501343,323.4276428222656
50,0.3385526239871979,1.2157909870147705,303.6644592285156
51,0.4119047522544861,1.2480918169021606,329.05950927734375
52,0.31712499260902405,1.2535494565963745,288.9937438964844
53,0.35144734382629395,1.2013556957244873,302.22369384765625
54,0.401973694562912,1.1832472085952759,333.875
55,0.4326249659061432,1.1806962490081787,273.20623779296875
56,0.389090895652771,1.1779567003250122,329.2272644042969
57,0.35583335161209106,1.2206721305847168,358.8690490722656
58,0.4356944262981415,1.1497089862823486,338.125
59,0.3444642722606659,1.1449118852615356,266.4910583496094
60,0.4207954406738281,1.1716748476028442,310.7272644042969
61,0.46705880761146545,1.1842120885849,353.63970947265625
62,0.3664473593235016,1.1627037525177002,313.5197448730469
63,0.2897368371486664,1.163079857826233,372.7105407714844
64,0.3860526382923126,1.1798332929611206,276.7697448730469
65,0.41249996423721313,1.1158714294433594,251.65383911132812
66,0.3867104947566986,1.1114170551300049,327.8092041015625
67,0.3155263066291809,1.1330840587615967,330.0657958984375
68,0.3493333160877228,1.1451243162155151,337.70001220703125
69,0.3819047510623932,1.107418179512024,309.23809814453125
